Delta_Theta,Magnitude,True_Doppler
1.746204,0.808552,972.222290
1.736705,0.810420,972.222290
1.749248,0.810349,972.222290
1.753165,0.810837,972.222290
1.753776,0.807020,972.222290
1.750208,0.809493,972.222290
1.742251,0.810288,972.222290
1.742280,0.805645,972.222290
1.744128,0.808842,972.222290
1.740867,0.809061,972.222290
1.742577,0.807482,972.222290
1.744723,0.805860,972.222290
1.742783,0.805179,972.222290
1.736086,0.808083,972.222290
1.746495,0.810325,972.222290
1.747940,0.805618,972.222290
1.742317,0.808689,972.222290
1.739861,0.805782,972.222290
1.744907,0.830444,972.222290
1.743142,0.831815,972.222290
1.746786,0.829849,972.222290
1.740922,0.829151,972.222290
1.742825,0.830320,972.222290
1.743199,0.831697,972.222290
1.740516,0.831539,972.222290
1.740571,0.833681,972.222290
1.741545,0.831081,972.222290
1.748247,0.830861,972.222290
1.747478,0.830858,972.222290
1.754455,0.829179,972.222290
1.738524,0.831702,972.222290
1.742646,0.830716,972.222290
1.745823,0.830544,972.222290
1.748176,0.829831,972.222290
1.736251,0.831583,972.222290
1.740259,0.832812,972.222290
1.739828,0.830651,972.222290
1.751818,0.828135,972.222290
1.965385,0.020271,1004.629639
1.919072,0.024269,1004.629639
1.662635,0.030955,1004.629639
2.409217,0.025214,1004.629639
1.813954,0.024364,1004.629639
1.971788,0.021726,1004.629639
1.384724,0.021757,1004.629639
1.725746,0.025695,1004.629639
1.788431,0.023143,1004.629639
2.200046,0.020438,1004.629639
1.719248,0.028722,1004.629639
1.338085,0.028206,1004.629639
1.848918,0.018237,1004.629639
2.234870,0.027595,1004.629639
1.699281,0.029451,1004.629639
1.614585,0.024130,1004.629639
1.657379,0.019831,1004.629639
2.621266,0.020539,1004.629639
2.106051,0.034919,1004.629639
1.069100,0.022621,1004.629639
1.784741,0.421073,1004.629639
1.802756,0.419352,1004.629639
1.816025,0.423993,1004.629639
1.784222,0.414556,1004.629639
1.833280,0.415524,1004.629639
1.813222,0.411612,1004.629639
1.781576,0.416302,1004.629639
1.765193,0.420265,1004.629639
1.809021,0.408232,1004.629639
1.785805,0.414773,1004.629639
1.788714,0.423128,1004.629639
1.773558,0.420636,1004.629639
1.775018,0.420341,1004.629639
1.810574,0.423521,1004.629639
1.788921,0.419538,1004.629639
1.817691,0.417352,1004.629639
1.790698,0.413971,1004.629639
1.804297,0.411588,1004.629639
1.798863,0.414921,1004.629639
1.806996,0.413769,1004.629639
1.813334,0.586398,1004.629639
1.816828,0.588469,1004.629639
1.837255,0.590477,1004.629639
1.795866,0.589717,1004.629639
1.786297,0.594431,1004.629639
1.785528,0.590533,1004.629639
1.806964,0.588884,1004.629639
1.792477,0.594226,1004.629639
1.794921,0.589769,1004.629639
1.800412,0.590945,1004.629639
1.797877,0.591778,1004.629639
1.824310,0.591639,1004.629639
1.815002,0.590697,1004.629639
1.807329,0.585641,1004.629639
1.797404,0.590658,1004.629639
1.813097,0.586012,1004.629639
1.803742,0.591627,1004.629639
1.817392,0.585392,1004.629639
1.810608,0.585063,1004.629639
1.800697,0.587393,1004.629639
1.811445,0.680934,1004.629639
1.785852,0.684179,1004.629639
1.799515,0.684578,1004.629639
1.796296,0.690862,1004.629639
1.804199,0.680077,1004.629639
1.794321,0.681157,1004.629639
1.808274,0.679531,1004.629639
1.808348,0.677839,1004.629639
1.807169,0.681425,1004.629639
1.801767,0.678574,1004.629639
1.799831,0.685020,1004.629639
1.813915,0.683092,1004.629639
1.799347,0.680014,1004.629639
1.804262,0.682049,1004.629639
1.805569,0.683328,1004.629639
1.800888,0.681366,1004.629639
1.812629,0.683381,1004.629639
1.809540,0.682442,1004.629639
1.792268,0.678893,1004.629639
1.802354,0.684887,1004.629639
1.798576,0.736630,1004.629639
1.807825,0.739310,1004.629639
1.799250,0.736252,1004.629639
1.801230,0.739903,1004.629639
1.806483,0.740844,1004.629639
1.813126,0.741884,1004.629639
1.803270,0.740093,1004.629639
1.797273,0.737771,1004.629639
1.796440,0.738456,1004.629639
1.796029,0.740196,1004.629639
1.808747,0.740914,1004.629639
1.802492,0.740857,1004.629639
1.800853,0.743584,1004.629639
1.802937,0.738570,1004.629639
1.799241,0.734978,1004.629639
1.812169,0.741304,1004.629639
1.806027,0.738380,1004.629639
1.800974,0.738544,1004.629639
1.815424,0.739603,1004.629639
1.799946,0.740157,1004.629639
1.795934,0.780931,1004.629639
1.804878,0.776888,1004.629639
1.808221,0.778041,1004.629639
1.804141,0.779532,1004.629639
1.807176,0.777978,1004.629639
1.809785,0.779531,1004.629639
1.798119,0.780203,1004.629639
1.806455,0.781198,1004.629639
1.803834,0.779716,1004.629639
1.808522,0.783520,1004.629639
1.807278,0.780164,1004.629639
1.803051,0.780364,1004.629639
1.794646,0.777616,1004.629639
1.806648,0.776673,1004.629639
1.799012,0.781041,1004.629639
1.802128,0.777125,1004.629639
1.806890,0.779428,1004.629639
1.798683,0.780560,1004.629639
1.802515,0.777811,1004.629639
1.805750,0.778035,1004.629639
1.800553,0.806325,1004.629639
1.803405,0.808435,1004.629639
1.804072,0.808644,1004.629639
1.800593,0.806433,1004.629639
1.800632,0.808517,1004.629639
1.799954,0.807221,1004.629639
1.807914,0.808763,1004.629639
1.795499,0.807360,1004.629639
1.802486,0.806316,1004.629639
1.812870,0.807301,1004.629639
1.800432,0.806795,1004.629639
1.801910,0.807998,1004.629639
1.803028,0.806875,1004.629639
1.805005,0.808487,1004.629639
1.797403,0.808117,1004.629639
1.802098,0.807971,1004.629639
1.800297,0.809004,1004.629639
1.797391,0.807148,1004.629639
1.801159,0.809678,1004.629639
1.796225,0.807382,1004.629639
1.808061,0.832625,1004.629639
1.806641,0.830369,1004.629639
1.804390,0.829109,1004.629639
1.799281,0.833441,1004.629639
1.803876,0.830943,1004.629639
1.803175,0.829914,1004.629639
1.808466,0.827511,1004.629639
1.803260,0.829345,1004.629639
1.796924,0.830895,1004.629639
1.805683,0.830971,1004.629639
1.792280,0.826921,1004.629639
1.796109,0.828835,1004.629639
1.801311,0.829511,1004.629639
1.799747,0.830436,1004.629639
1.801615,0.827531,1004.629639
1.801653,0.829334,1004.629639
1.798975,0.829223,1004.629639
1.804147,0.827875,1004.629639
1.803767,0.829788,1004.629639
1.793501,0.829243,1004.629639
2.303425,0.029604,1037.037109
2.246290,0.024320,1037.037109
1.539034,0.023676,1037.037109
1.377945,0.027111,1037.037109
1.322646,0.019752,1037.037109
1.848266,0.024243,1037.037109
1.746971,0.021395,1037.037109
1.172928,0.022932,1037.037109
1.366276,0.017600,1037.037109
2.134572,0.030046,1037.037109
2.399995,0.029383,1037.037109
1.698159,0.025262,1037.037109
1.866520,0.022838,1037.037109
1.862538,0.015457,1037.037109
1.666800,0.020629,1037.037109
2.040779,0.022358,1037.037109
1.791275,0.022309,1037.037109
2.416369,0.019570,1037.037109
1.473690,0.034184,1037.037109
2.097270,0.030887,1037.037109
1.846549,0.420807,1037.037109
1.870612,0.417935,1037.037109
1.880835,0.412286,1037.037109
1.815233,0.416780,1037.037109
1.864963,0.423312,1037.037109
1.877189,0.418625,1037.037109
1.874307,0.420594,1037.037109
1.860501,0.417392,1037.037109
1.844770,0.420978,1037.037109
1.839137,0.417988,1037.037109
1.867117,0.416447,1037.037109
1.850264,0.411109,1037.037109
1.847997,0.416287,1037.037109
1.874234,0.416764,1037.037109
1.855820,0.428213,1037.037109
1.869908,0.415429,1037.037109
1.866610,0.413270,1037.037109
1.858110,0.408727,1037.037109
1.862087,0.423074,1037.037109
1.832841,0.411969,1037.037109
1.845938,0.588026,1037.037109
1.867770,0.589932,1037.037109
1.879962,0.591191,1037.037109
1.857304,0.588386,1037.037109
1.864567,0.587494,1037.037109
1.860104,0.590962,1037.037109
1.846640,0.594267,1037.037109
1.857183,0.591738,1037.037109
1.865030,0.591087,1037.037109
1.862040,0.591904,1037.037109
1.877169,0.592244,1037.037109
1.857586,0.587702,1037.037109
1.879694,0.588442,1037.037109
1.860822,0.586171,1037.037109
1.875792,0.583141,1037.037109
1.859060,0.587522,1037.037109
1.860595,0.582572,1037.037109
1.865793,0.583356,1037.037109
1.853588,0.588189,1037.037109
1.847271,0.586616,1037.037109
1.857868,0.678381,1037.037109
1.850885,0.681102,1037.037109
1.849859,0.677221,1037.037109
1.860481,0.682293,1037.037109
1.866566,0.685481,1037.037109
1.858950,0.681857,1037.037109
1.852772,0.681036,1037.037109
1.862191,0.680332,1037.037109
1.848519,0.684976,1037.037109
1.873269,0.680490,1037.037109
1.871638,0.681981,1037.037109
1.864406,0.680771,1037.037109
1.868541,0.678321,1037.037109
1.868823,0.676276,1037.037109
1.856442,0.679851,1037.037109
1.859982,0.683446,1037.037109
1.867880,0.681383,1037.037109
1.859237,0.683769,1037.037109
1.858633,0.683328,1037.037109
1.850086,0.682465,1037.037109
1.860905,0.737812,1037.037109
1.848927,0.734191,1037.037109
1.854272,0.739622,1037.037109
1.860263,0.738321,1037.037109
1.870493,0.732063,1037.037109
1.854645,0.736694,1037.037109
1.851260,0.740206,1037.037109
1.859780,0.739137,1037.037109
1.857428,0.741038,1037.037109
1.865378,0.739308,1037.037109
1.849067,0.736774,1037.037109
1.852640,0.743639,1037.037109
1.863386,0.738174,1037.037109
1.857334,0.739029,1037.037109
1.857440,0.738466,1037.037109
1.853565,0.738774,1037.037109
1.850287,0.738293,1037.037109
1.856950,0.740254,1037.037109
1.847943,0.738980,1037.037109
1.854600,0.740437,1037.037109
1.865535,0.782554,1037.037109
1.865411,0.779139,1037.037109
1.850618,0.779709,1037.037109
1.855985,0.779028,1037.037109
1.862218,0.775105,1037.037109
1.860497,0.776904,1037.037109
1.862437,0.778064,1037.037109
1.858150,0.777508,1037.037109
1.871977,0.778500,1037.037109
1.855720,0.779598,1037.037109
1.861097,0.776786,1037.037109
1.853660,0.783544,1037.037109
1.858978,0.778802,1037.037109
1.853979,0.780151,1037.037109
1.847823,0.778503,1037.037109
1.867326,0.776768,1037.037109
1.856263,0.776560,1037.037109
1.863928,0.778073,1037.037109
1.858906,0.779113,1037.037109
1.861104,0.776588,1037.037109
1.866920,0.809584,1037.037109
1.864976,0.808938,1037.037109
1.863973,0.806350,1037.037109
1.859677,0.805555,1037.037109
1.853171,0.807633,1037.037109
1.858236,0.809719,1037.037109
1.867987,0.807565,1037.037109
1.854758,0.807154,1037.037109
1.866719,0.809364,1037.037109
1.859255,0.807358,1037.037109
1.862231,0.808120,1037.037109
1.861630,0.804250,1037.037109
1.859076,0.807190,1037.037109
1.861937,0.808084,1037.037109
1.856838,0.808264,1037.037109
1.867228,0.808667,1037.037109
1.859689,0.807576,1037.037109
1.855262,0.806131,1037.037109
1.865444,0.808492,1037.037109
1.856242,0.809689,1037.037109
1.857028,0.831521,1037.037109
1.859352,0.830018,1037.037109
1.861592,0.829662,1037.037109
1.860877,0.827946,1037.037109
1.862427,0.828772,1037.037109
1.859214,0.830746,1037.037109
1.864815,0.829277,1037.037109
1.864875,0.833185,1037.037109
1.858546,0.828530,1037.037109
1.862794,0.830069,1037.037109
1.865249,0.831489,1037.037109
1.857682,0.828292,1037.037109
1.854165,0.833490,1037.037109
1.864245,0.827575,1037.037109
1.855914,0.826970,1037.037109
1.856893,0.831858,1037.037109
1.862900,0.830473,1037.037109
1.859459,0.829944,1037.037109
1.859059,0.831569,1037.037109
1.853421,0.832003,1037.037109
1.819129,0.035433,1069.444580
2.258605,0.034140,1069.444580
1.864474,0.020088,1069.444580
2.790419,0.014290,1069.444580
2.025855,0.025453,1069.444580
1.788010,0.040465,1069.444580
2.373423,0.022909,1069.444580
2.041062,0.024691,1069.444580
1.587827,0.038720,1069.444580
1.289139,0.027433,1069.444580
1.644883,0.023745,1069.444580
2.334999,0.029540,1069.444580
1.831592,0.020941,1069.444580
1.540333,0.034775,1069.444580
1.512932,0.026773,1069.444580
1.681211,0.022526,1069.444580
1.803911,0.038135,1069.444580
1.556104,0.018478,1069.444580
2.050262,0.026856,1069.444580
1.572718,0.030095,1069.444580
1.900969,0.412430,1069.444580
1.878501,0.413499,1069.444580
1.925199,0.414582,1069.444580
1.901833,0.407234,1069.444580
1.972404,0.411920,1069.444580
1.906754,0.413612,1069.444580
1.908421,0.413242,1069.444580
1.906636,0.422631,1069.444580
1.936560,0.412859,1069.444580
1.925284,0.421340,1069.444580
1.888977,0.415296,1069.444580
1.920295,0.417569,1069.444580
1.910461,0.406401,1069.444580
1.950866,0.414052,1069.444580
1.906690,0.413573,1069.444580
1.912917,0.412265,1069.444580
1.933494,0.411434,1069.444580
1.932978,0.408207,1069.444580
1.980804,0.413268,1069.444580
1.942016,0.410075,1069.444580
1.894877,0.588621,1069.444580
1.920155,0.589652,1069.444580
1.909161,0.586931,1069.444580
1.911364,0.589471,1069.444580
1.908204,0.594599,1069.444580
1.927545,0.587973,1069.444580
1.925667,0.581779,1069.444580
1.938719,0.589809,1069.444580
1.917374,0.587511,1069.444580
1.937588,0.589132,1069.444580
1.921626,0.588103,1069.444580
1.906132,0.587000,1069.444580
1.917666,0.588878,1069.444580
1.915173,0.592290,1069.444580
1.924326,0.594709,1069.444580
1.943786,0.592874,1069.444580
1.900198,0.586961,1069.444580
1.910236,0.591843,1069.444580
1.918247,0.591435,1069.444580
1.919489,0.585692,1069.444580
1.927347,0.680577,1069.444580
1.915750,0.682514,1069.444580
1.913081,0.681471,1069.444580
1.914043,0.678599,1069.444580
1.912522,0.679485,1069.444580
1.922343,0.678580,1069.444580
1.914151,0.688854,1069.444580
1.922574,0.682588,1069.444580
1.917797,0.677041,1069.444580
1.916014,0.683881,1069.444580
1.901300,0.678322,1069.444580
1.907030,0.683823,1069.444580
1.925262,0.683235,1069.444580
1.913473,0.684236,1069.444580
1.921282,0.682034,1069.444580
1.923349,0.681476,1069.444580
1.906427,0.681378,1069.444580
1.891428,0.684549,1069.444580
1.915542,0.683490,1069.444580
1.916372,0.683302,1069.444580
1.918165,0.740076,1069.444580
1.917373,0.740780,1069.444580
1.929533,0.737627,1069.444580
1.918216,0.738446,1069.444580
1.916474,0.739438,1069.444580
1.917175,0.738716,1069.444580
1.921289,0.740943,1069.444580
1.929037,0.738905,1069.444580
1.925012,0.742683,1069.444580
1.929956,0.741262,1069.444580
1.918862,0.741327,1069.444580
1.914397,0.740224,1069.444580
1.926919,0.740029,1069.444580
1.924026,0.737309,1069.444580
1.920027,0.745447,1069.444580
1.920537,0.740872,1069.444580
1.921411,0.737020,1069.444580
1.914614,0.735539,1069.444580
1.921004,0.740830,1069.444580
1.909179,0.739210,1069.444580
1.917403,0.779826,1069.444580
1.918965,0.777289,1069.444580
1.913139,0.778210,1069.444580
1.910251,0.779846,1069.444580
1.921230,0.774296,1069.444580
1.913495,0.777987,1069.444580
1.920824,0.777215,1069.444580
1.918707,0.778547,1069.444580
1.918622,0.776290,1069.444580
1.909917,0.779827,1069.444580
1.924518,0.779643,1069.444580
1.916670,0.780745,1069.444580
1.925474,0.779064,1069.444580
1.916518,0.779975,1069.444580
1.916740,0.777779,1069.444580
1.912496,0.779826,1069.444580
1.922696,0.777830,1069.444580
1.908922,0.779151,1069.444580
1.912682,0.775844,1069.444580
1.923649,0.778583,1069.444580
1.912817,0.808160,1069.444580
1.916630,0.809290,1069.444580
1.913303,0.808952,1069.444580
1.912353,0.807280,1069.444580
1.909271,0.810203,1069.444580
1.922806,0.807005,1069.444580
1.911063,0.807512,1069.444580
1.918185,0.808442,1069.444580
1.916337,0.809026,1069.444580
1.919767,0.805834,1069.444580
1.919516,0.809198,1069.444580
1.917309,0.811711,1069.444580
1.921015,0.803184,1069.444580
1.917324,0.806860,1069.444580
1.923877,0.807625,1069.444580
1.918288,0.807329,1069.444580
1.921385,0.803317,1069.444580
1.918822,0.809777,1069.444580
1.925496,0.805032,1069.444580
1.913896,0.809905,1069.444580
1.912477,0.828540,1069.444580
1.915967,0.829252,1069.444580
1.916276,0.830789,1069.444580
1.918932,0.830905,1069.444580
1.923805,0.831213,1069.444580
1.920985,0.831806,1069.444580
1.920115,0.827682,1069.444580
1.915652,0.830307,1069.444580
1.919640,0.831978,1069.444580
1.918272,0.830415,1069.444580
1.917799,0.828697,1069.444580
1.917383,0.828850,1069.444580
1.920335,0.829904,1069.444580
1.921424,0.828379,1069.444580
1.913857,0.828754,1069.444580
1.916746,0.831867,1069.444580
1.918281,0.829197,1069.444580
1.923925,0.827153,1069.444580
1.926410,0.832112,1069.444580
1.919013,0.829166,1069.444580
2.530773,0.022686,1101.851929
2.089694,0.027883,1101.851929
1.426595,0.022026,1101.851929
1.850409,0.023982,1101.851929
2.079581,0.027197,1101.851929
2.575769,0.032565,1101.851929
1.769098,0.015322,1101.851929
2.263313,0.018416,1101.851929
2.264796,0.023468,1101.851929
1.884372,0.018423,1101.851929
2.110528,0.015421,1101.851929
2.455247,0.020298,1101.851929
1.869979,0.011103,1101.851929
2.120188,0.015611,1101.851929
1.899295,0.022114,1101.851929
2.191833,0.027422,1101.851929
1.955329,0.027470,1101.851929
2.004232,0.023145,1101.851929
1.884965,0.025488,1101.851929
2.158092,0.026583,1101.851929
1.993580,0.421272,1101.851929
1.989464,0.412902,1101.851929
1.953956,0.424703,1101.851929
1.972761,0.415691,1101.851929
1.964495,0.418839,1101.851929
1.941926,0.416328,1101.851929
1.991178,0.416756,1101.851929
1.963926,0.414890,1101.851929
1.964688,0.411254,1101.851929
1.980210,0.406972,1101.851929
1.999567,0.416749,1101.851929
1.963911,0.409304,1101.851929
1.952856,0.411616,1101.851929
1.972238,0.425889,1101.851929
1.986857,0.417843,1101.851929
1.979043,0.413145,1101.851929
2.002999,0.414974,1101.851929
1.971709,0.410692,1101.851929
1.973475,0.410114,1101.851929
1.972331,0.414751,1101.851929
1.983554,0.583751,1101.851929
1.946976,0.589175,1101.851929
1.958612,0.588594,1101.851929
1.992661,0.589290,1101.851929
1.971226,0.592180,1101.851929
1.971208,0.594246,1101.851929
1.969149,0.588734,1101.851929
1.977510,0.591724,1101.851929
1.978465,0.593810,1101.851929
1.964293,0.588104,1101.851929
1.980847,0.587399,1101.851929
1.950791,0.592461,1101.851929
1.981624,0.590536,1101.851929
1.970039,0.591869,1101.851929
1.997354,0.588317,1101.851929
1.976825,0.585427,1101.851929
1.976827,0.588725,1101.851929
1.974696,0.590065,1101.851929
1.995493,0.591468,1101.851929
1.964080,0.580446,1101.851929
1.982026,0.678644,1101.851929
1.980353,0.684602,1101.851929
1.978412,0.682283,1101.851929
1.977839,0.680304,1101.851929
1.976534,0.679410,1101.851929
1.968342,0.682008,1101.851929
1.967367,0.681126,1101.851929
1.989969,0.679442,1101.851929
1.972853,0.682811,1101.851929
1.970238,0.683495,1101.851929
1.963429,0.686968,1101.851929
1.970621,0.682872,1101.851929
1.973324,0.685932,1101.851929
1.970116,0.681486,1101.851929
1.984932,0.679777,1101.851929
1.975301,0.685401,1101.851929
1.980419,0.686060,1101.851929
1.991815,0.680445,1101.851929
1.988482,0.688484,1101.851929
1.976087,0.677221,1101.851929
1.988382,0.739927,1101.851929
1.971468,0.745768,1101.851929
1.963556,0.742487,1101.851929
1.979645,0.739233,1101.851929
1.984323,0.740407,1101.851929
1.973344,0.739042,1101.851929
1.981455,0.739933,1101.851929
1.977215,0.738919,1101.851929
1.967395,0.738152,1101.851929
1.992414,0.739503,1101.851929
1.983580,0.741509,1101.851929
1.982619,0.743006,1101.851929
1.972952,0.742398,1101.851929
1.989340,0.737363,1101.851929
1.969162,0.738304,1101.851929
1.981863,0.740969,1101.851929
1.977022,0.738646,1101.851929
1.968016,0.740982,1101.851929
1.975849,0.739515,1101.851929
1.969541,0.737449,1101.851929
1.970124,0.781260,1101.851929
1.981232,0.780282,1101.851929
1.967915,0.779292,1101.851929
1.977435,0.779903,1101.851929
1.971919,0.776851,1101.851929
1.977550,0.778533,1101.851929
1.983985,0.776838,1101.851929
1.974354,0.780820,1101.851929
1.977857,0.779042,1101.851929
1.979881,0.781913,1101.851929
1.981023,0.775599,1101.851929
1.980533,0.776923,1101.851929
1.979732,0.778700,1101.851929
1.978110,0.782691,1101.851929
1.971232,0.776657,1101.851929
1.975851,0.778306,1101.851929
1.973679,0.778849,1101.851929
1.981953,0.780329,1101.851929
1.968826,0.778078,1101.851929
1.979433,0.775890,1101.851929
1.970949,0.809222,1101.851929
1.972795,0.809583,1101.851929
1.981262,0.807362,1101.851929
1.984057,0.804581,1101.851929
1.969374,0.806268,1101.851929
1.974823,0.806947,1101.851929
1.977389,0.810486,1101.851929
1.980111,0.807481,1101.851929
1.969560,0.808017,1101.851929
1.980906,0.807211,1101.851929
1.978038,0.805783,1101.851929
1.979022,0.808581,1101.851929
1.978757,0.805329,1101.851929
1.984195,0.809262,1101.851929
1.978031,0.806456,1101.851929
1.976151,0.811155,1101.851929
1.990367,0.805566,1101.851929
1.967352,0.808138,1101.851929
1.974037,0.808308,1101.851929
1.971117,0.807657,1101.851929
1.983286,0.829050,1101.851929
1.973451,0.827797,1101.851929
1.974933,0.830909,1101.851929
1.985522,0.828714,1101.851929
1.969669,0.828882,1101.851929
1.968296,0.830332,1101.851929
1.975186,0.831835,1101.851929
1.973046,0.831843,1101.851929
1.976067,0.832359,1101.851929
1.975120,0.828614,1101.851929
1.985635,0.829409,1101.851929
1.977757,0.830088,1101.851929
1.972109,0.827878,1101.851929
1.975578,0.830116,1101.851929
1.980038,0.829632,1101.851929
1.975999,0.833099,1101.851929
1.977502,0.832911,1101.851929
1.967627,0.828428,1101.851929
1.984388,0.831972,1101.851929
1.983714,0.832300,1101.851929
1.935588,0.023308,1134.259277
2.140775,0.017750,1134.259277
2.195174,0.017435,1134.259277
2.386136,0.024747,1134.259277
1.965668,0.031144,1134.259277
1.878153,0.022803,1134.259277
1.724165,0.019380,1134.259277
1.697187,0.017864,1134.259277
2.230940,0.022757,1134.259277
1.863175,0.012022,1134.259277
2.549910,0.026543,1134.259277
1.643574,0.023293,1134.259277
1.726004,0.023464,1134.259277
2.054109,0.030576,1134.259277
1.740310,0.031646,1134.259277
1.986455,0.024185,1134.259277
2.116053,0.025302,1134.259277
2.628126,0.025853,1134.259277
1.461869,0.025026,1134.259277
2.400984,0.027348,1134.259277
2.022443,0.411486,1134.259277
2.030754,0.409173,1134.259277
2.030163,0.410541,1134.259277
2.052135,0.420076,1134.259277
2.042264,0.419074,1134.259277
2.027835,0.409864,1134.259277
2.025394,0.413644,1134.259277
2.013292,0.414254,1134.259277
2.055207,0.409675,1134.259277
2.040864,0.416451,1134.259277
2.030553,0.416320,1134.259277
2.065984,0.417518,1134.259277
2.006605,0.419804,1134.259277
2.017827,0.417115,1134.259277
2.039127,0.418207,1134.259277
2.010092,0.407454,1134.259277
2.026995,0.411712,1134.259277
2.052941,0.411157,1134.259277
2.031734,0.416175,1134.259277
2.042919,0.416594,1134.259277
2.038136,0.588933,1134.259277
2.057967,0.591949,1134.259277
2.026489,0.587174,1134.259277
2.020472,0.585472,1134.259277
2.032225,0.594781,1134.259277
2.024354,0.592821,1134.259277
2.053753,0.589089,1134.259277
2.035192,0.591158,1134.259277
2.017726,0.586440,1134.259277
2.015177,0.592247,1134.259277
2.037031,0.585793,1134.259277
2.045216,0.589416,1134.259277
2.016283,0.589072,1134.259277
2.047468,0.584122,1134.259277
2.030590,0.592565,1134.259277
2.035597,0.585552,1134.259277
2.024962,0.590357,1134.259277
2.049625,0.588725,1134.259277
2.047192,0.592587,1134.259277
2.045322,0.588960,1134.259277
2.046080,0.683221,1134.259277
2.024520,0.681233,1134.259277
2.031728,0.681929,1134.259277
2.035979,0.680405,1134.259277
2.040231,0.680955,1134.259277
2.046473,0.679165,1134.259277
2.028865,0.682335,1134.259277
2.047783,0.677843,1134.259277
2.025810,0.683652,1134.259277
2.029956,0.683465,1134.259277
2.018194,0.681582,1134.259277
2.028685,0.684679,1134.259277
2.048615,0.685706,1134.259277
2.035604,0.680081,1134.259277
2.027070,0.679999,1134.259277
2.032281,0.683501,1134.259277
2.038651,0.686024,1134.259277
2.049014,0.685688,1134.259277
2.037203,0.681294,1134.259277
2.029631,0.682042,1134.259277
2.031736,0.741045,1134.259277
2.044339,0.738236,1134.259277
2.024850,0.742389,1134.259277
2.032522,0.738956,1134.259277
2.038548,0.740360,1134.259277
2.036264,0.736947,1134.259277
2.046450,0.741921,1134.259277
2.036791,0.740866,1134.259277
2.028723,0.736475,1134.259277
2.027388,0.742206,1134.259277
2.026022,0.740780,1134.259277
2.044727,0.740651,1134.259277
2.039123,0.739521,1134.259277
2.027586,0.736626,1134.259277
2.024752,0.738020,1134.259277
2.028893,0.736437,1134.259277
2.035053,0.736952,1134.259277
2.034020,0.738622,1134.259277
2.046386,0.742840,1134.259277
2.020534,0.742531,1134.259277
2.034947,0.779485,1134.259277
2.027220,0.776106,1134.259277
2.039218,0.778946,1134.259277
2.031101,0.780060,1134.259277
2.037291,0.781789,1134.259277
2.042220,0.778614,1134.259277
2.035889,0.781379,1134.259277
2.030941,0.778158,1134.259277
2.033547,0.778205,1134.259277
2.036810,0.775803,1134.259277
2.037829,0.779201,1134.259277
2.035400,0.779187,1134.259277
2.038492,0.778284,1134.259277
2.035189,0.777653,1134.259277
2.026360,0.777267,1134.259277
2.040479,0.777795,1134.259277
2.036183,0.782118,1134.259277
2.037597,0.780099,1134.259277
2.034561,0.779561,1134.259277
2.021423,0.778205,1134.259277
2.036408,0.806091,1134.259277
2.027626,0.809101,1134.259277
2.036538,0.806183,1134.259277
2.028197,0.805995,1134.259277
2.034845,0.808073,1134.259277
2.030133,0.806598,1134.259277
2.038444,0.810360,1134.259277
2.040797,0.808820,1134.259277
2.031284,0.808707,1134.259277
2.037932,0.805904,1134.259277
2.031063,0.807102,1134.259277
2.039406,0.807922,1134.259277
2.037856,0.809216,1134.259277
2.029806,0.808795,1134.259277
2.027057,0.808225,1134.259277
2.037453,0.809799,1134.259277
2.038931,0.807224,1134.259277
2.023107,0.807113,1134.259277
2.031948,0.807755,1134.259277
2.041246,0.808908,1134.259277
2.035058,0.830370,1134.259277
2.037592,0.832576,1134.259277
2.036360,0.828670,1134.259277
2.032147,0.832574,1134.259277
2.029437,0.829119,1134.259277
2.036721,0.831479,1134.259277
2.032102,0.830859,1134.259277
2.041302,0.830461,1134.259277
2.038224,0.832084,1134.259277
2.034719,0.830389,1134.259277
2.026921,0.828921,1134.259277
2.028561,0.830104,1134.259277
2.038674,0.829349,1134.259277
2.033197,0.828870,1134.259277
2.032602,0.830947,1134.259277
2.034782,0.828100,1134.259277
2.034745,0.831385,1134.259277
2.032258,0.831225,1134.259277
2.032304,0.830885,1134.259277
2.039703,0.827912,1134.259277
1.556403,0.027866,1166.666626
2.318926,0.029379,1166.666626
1.876348,0.023571,1166.666626
2.576390,0.012008,1166.666626
2.229209,0.015224,1166.666626
1.652705,0.017651,1166.666626
2.448273,0.034441,1166.666626
2.529016,0.028197,1166.666626
1.972213,0.022506,1166.666626
1.964112,0.021719,1166.666626
1.913510,0.022240,1166.666626
1.795962,0.028365,1166.666626
2.108654,0.025417,1166.666626
2.040949,0.015887,1166.666626
1.817344,0.035209,1166.666626
2.188265,0.015669,1166.666626
1.737404,0.022976,1166.666626
2.054460,0.040457,1166.666626
1.782506,0.030842,1166.666626
2.391812,0.026040,1166.666626
2.096218,0.406461,1166.666626
2.067310,0.418895,1166.666626
2.094720,0.411548,1166.666626
2.097326,0.415906,1166.666626
2.074285,0.416779,1166.666626
2.060714,0.417586,1166.666626
2.079919,0.420897,1166.666626
2.098042,0.418011,1166.666626
2.094597,0.410829,1166.666626
2.080921,0.414788,1166.666626
2.080228,0.414364,1166.666626
2.065319,0.411636,1166.666626
2.129975,0.419146,1166.666626
2.096275,0.417416,1166.666626
2.106489,0.416511,1166.666626
2.132352,0.415604,1166.666626
2.097365,0.411236,1166.666626
2.088436,0.415309,1166.666626
